R1X;R1Y;R1Z;R2X;R2Y;R2Z;R3X;R3Y;R3Z;R4X;R4Y;R4Z;R5X;R5Y;R5Z;R6X;R6Y;R6Z;R7X;R7Y;R7Z;L1X;L1Y;L1Z;L2X;L2Y;L2Z;L3X;L3Y;L3Z;L4X;L4Y;L4Z;L5X;L5Y;L5Z;L6X;L6Y;L6Z;L7X;L7Y;L7Z
359.19;140.2;190.09;347.99;23.63;148.36;358.6;21.71;227.51;21.77;18.36;271.35;20.61;231.26;298;32.2;7.27;262.13;290.51;77.92;258.37;300.7;83.54;304.21;47.23;151.73;56.29;21.73;65.88;3.87;16.35;65.11;41.04;342.72;320.64;310.3;325.87;116.63;336.41;348.17;222.52;355.33
353.6;135.14;184.48;347.36;22.1;147.43;359.38;20.83;228.39;20.82;16.47;271.76;20.03;230.79;298.24;32.06;7.21;261.73;290.4;79.18;258.32;303.23;87.14;306.88;48.72;151.76;58.17;22.79;66.48;2.77;18.14;67.78;42.6;343.09;318.28;309.35;329.17;120.06;340.12;341.98;222.18;13.6
341.95;141.22;174.91;344.97;16.8;144.7;85.06;15.76;230.86;18.94;7.54;277.44;23.75;231.8;295.75;32.07;186.3;261.7;290.89;84.83;259.48;302.33;85.05;309.07;46.41;152.26;54.35;23.64;65.28;295.22;20.4;67.85;39.11;339.7;310.05;311.21;354.11;121.69;31.35;313.01;225.55;35.49
304.07;139.68;140.32;339.1;16.47;133.43;6.8;338.51;248.16;15.88;321.68;306.82;10.09;229.54;306.82;35.17;340.42;268.61;291.59;113.35;269.61;302.71;79.95;309.69;23.81;155.4;28.34;21.08;65.49;351.8;18.77;57.34;30.79;332.74;319.54;319.9;16.38;120.51;26.37;298.71;251.27;50.36
319.17;138.39;156.76;351.07;18.8;160.85;14.8;329.13;292.26;330.45;296.36;357.08;285.34;237.5;25.7;48.23;331.33;299.69;296.21;138.85;290.52;300.72;86.47;306.88;21.86;157.21;25.67;18.2;62.75;350.96;18.21;44.97;31.02;330.94;329.33;324.76;21.53;112.08;37.42;296.3;268.97;55.34
337.75;140.42;183.73;353.29;321.65;169.9;20.1;310.06;296.9;345.73;296.79;8.65;295.96;248.62;12.82;51.71;335.42;302.35;298.12;139.14;291.19;300.95;83.64;306.35;18.33;156.35;21.18;15.87;59.02;348.79;17.35;41.8;30.76;330.43;329.65;322.9;23.16;106.93;40.35;296.18;273.43;56.89
334.02;138.29;178.89;354.36;358.6;168.31;20.8;312.02;297.45;346.18;294.6;6.29;295.83;246.08;11.44;54.54;336.81;301.06;295.75;140.96;289.32;300.98;84.97;305.81;22.95;155.39;25.59;15.09;56.91;348.46;18.27;39.94;32.79;330.3;330.57;322.39;26.13;100.91;44.66;295.92;281.04;58.44
334.44;139.44;179.25;354.73;5.2;168.88;19.06;313.71;299.58;347.28;294.89;7.14;294.82;244.14;13.39;56.06;340.04;301.78;296.65;142.58;290.92;301.71;82.96;306.98;21.8;152.86;24.13;13.02;54.79;347.92;18.35;36.49;33.68;330.45;332.6;320.67;27.25;95.37;46.98;296.29;286.2;58.51
330.45;140.42;174.75;354.47;6.31;166.1;17.42;320.42;297.82;356.67;295.88;277.73;317.07;226.36;308.62;53.93;353.2;289.05;293.01;130.75;276.74;304.12;78.02;309.01;30.97;154.78;35.52;18.81;62.72;351.08;21.96;54.53;41.72;333.15;316.93;314.18;31.79;110.01;50.08;298.28;258.75;56.8
313.15;127.72;146.12;347.96;24.47;146.97;312.64;31.4;243.61;28.08;86.5;271.25;16.48;242.43;295.1;39.29;26.77;255.59;287.02;91.08;254.84;302.37;91.14;307.33;81.47;151.26;106.76;39.29;86.6;37.29;43.58;68.73;46.53;332.84;303.16;315.99;31.51;127.98;41.26;292.71;265.05;59.47
20;17.64;201.91;47.71;348.67;181.96;40.26;27.4;320.54;36.78;257.43;328.28;260.13;225.41;54.76;66.94;329.38;307.61;313.02;154.75;317.7;296.83;71.93;301.05;303.65;160.48;315.9;20.37;98.09;338.47;27.17;42.07;17.96;331.53;341.79;319.91;21.04;114.36;33.54;298.79;297.9;51.11
327.45;318.11;347.05;14.56;282.33;308.86;36.59;290.59;349.77;334.72;257.35;27.4;273.05;251.64;45.33;64.93;329.49;317.73;342.17;155.51;351.56;302.02;71.47;307.91;329.27;168.27;340.92;21.01;95.71;341.13;27.65;28.5;18.65;330.16;351.65;320.62;20.91;106.31;40.41;298.97;307.55;51.61
341.46;316.93;352.83;17.26;285.4;310.77;37.39;313.48;352.49;344.52;258.48;26.59;273.54;248.42;41.44;67.23;331.73;313.69;330.15;156.97;336.73;301.13;67.76;307.52;311.53;169.58;325.41;21.83;100.37;339.49;31.36;28.41;17.59;330.21;343.68;318.6;22.97;103.72;42.95;297.68;309.33;54.1
344.88;312.42;351.65;21.22;289.17;306.74;38.49;321.53;351.41;349.68;259.45;22.5;273.54;239.77;40.14;67.59;341.34;310.59;312.15;151.89;317.76;302.13;57.39;307.69;344.58;149.98;345.32;10.89;69.16;333.75;20.36;49.29;36.22;335.69;348.82;306.95;17.98;117;41.58;300.31;298.26;54.15
354.25;302.36;333.19;31.63;308.63;288.88;41.44;343.28;342.06;27.23;258.01;334.79;277.9;213.37;30.48;68.22;15.72;303.01;294.31;135.41;296.2;304.43;58.59;306.61;9.05;164.2;16.79;16.15;77.73;338.1;30.69;57.45;39.98;343.37;334.67;303.94;25.88;124.26;46.05;297.82;288.62;55.96
46.25;301.53;269.33;51.12;27.67;245.48;39.03;63.15;306.68;62.2;297.79;293.94;87.24;205.04;221.26;63.61;62.79;284.08;275.03;104.3;266.47;301.96;69.72;301.99;69.36;156.03;72.42;23.62;69.03;347.34;38.99;59.26;58.99;349.66;322.17;289.17;17.93;118.62;36.33;314.09;245.24;44.39
40.23;117.13;213.83;337.62;72.56;134.98;305.72;29.59;220.72;56.17;57.06;280.82;74.92;265.62;225.03;42.18;78.49;249.69;278.77;68.86;259.95;301.18;67.49;298.52;76.91;149.82;79.27;27.36;67.46;351.07;40.82;54.54;64.44;353.65;314.83;281.16;12.1;119.94;31.57;315.98;247.42;41.42
245.3;147.39;147.52;335.7;38.65;127.22;346.57;31.5;221.45;35.46;32.4;276.56;53.85;237.62;254.91;36.58;52.27;244.3;286.68;79.63;257.59;292.21;75.56;287.76;59.06;155.53;64.17;18.88;74.72;345.32;35.96;55.27;61.41;353.51;312.06;280.81;18.81;123.35;36.27;304.77;262.78;46.7
321.75;128.7;156.55;343.23;10.62;130.25;4.05;21.24;224.34;21.04;14.2;276.61;20.84;222.68;293.28;31.82;37.7;242.02;291.11;84.64;258.84;293.02;63.52;297.11;58.41;159.46;65.82;16.84;82.02;344.37;35.51;58.6;64.91;355.62;313.88;280.24;26.08;127.33;46.27;299.65;272.64;52.91
326.23;133.22;155.97;344.98;13.86;129.64;1.21;22.28;225.97;20.36;9.99;276.7;23.75;223.13;288.21;31.65;39.07;241.27;290.32;84.98;258.6;289.87;67.58;296.2;56.93;158.62;66.35;18.91;86.92;347.17;38.8;59.62;70.84;359.17;311.79;278.46;29.68;128.92;51.95;298.85;275.47;54.7
320.78;142.14;144.05;344.29;20.01;129.63;328.08;21.62;226.16;22.27;14.63;276.41;28.97;224.62;283.12;30.98;40;240.23;290.94;85.05;259.16;290.63;52.45;289.4;60.49;159.19;67.43;19.29;87.59;344.4;35.31;58.88;67.29;26.33;311.22;277.37;33.78;117.23;56.66;295.97;283.09;58.76
287.72;131.38;118.93;341.1;341.14;125.83;7.45;14.07;232.83;14.34;322.78;289.84;19.29;226.68;293.2;36.33;23.6;249.45;293.64;95.85;265.92;291.63;63.43;292.69;21.33;164.23;31.47;14.26;84.1;333.9;28.48;45.83;54.47;347.8;305.19;290.4;51.39;82.44;76.48;287.53;328.78;69.82
294.96;123.05;131.3;346.35;13.35;141.37;17.7;318.69;284.88;337.64;303.67;14.05;277.2;227.82;29.45;50.58;350.57;282.05;311.12;146.01;301.95;294.65;63.32;293.94;6.66;159.99;7.82;8.38;71.13;329.25;24.07;28.06;51.14;340.9;313.1;301.92;49.17;65.5;77.98;289.19;344.98;70.52
308.27;126.87;151.61;351.61;358.43;152.35;21.45;312.71;295.41;342.27;308.02;15.21;290.95;232.11;16.63;52.06;3.39;286.99;315.07;146.18;307.74;296.42;61.16;294.92;5.32;157.22;5.42;5.77;65.01;327.11;23.84;25.62;50.58;340.28;315.52;301.58;48.1;59.4;78.95;289.21;349.11;72.26
309.6;122.31;152.96;353.09;357.91;151.26;22.74;313.73;296.37;341.48;305.72;15.72;290.18;231.51;15.53;54.53;6.06;286.49;313.16;148.32;305.84;296.23;58.31;294.9;11.93;158.82;12.5;5.5;64.08;326.89;24.41;24.45;52.16;340.4;316.17;300.96;47.97;55.7;79.87;289.36;352.22;73.92
309.62;120.64;152.62;353.85;358.82;150.6;22.81;313.75;297.31;341.68;303.82;15.69;290.19;229.68;14.65;56.46;9.66;285.9;308.6;151.89;301.08;295.82;57.24;294.47;17.14;158.91;17.37;5.92;64.96;326.81;26.36;25.21;53.67;341.52;315.75;298.11;49.85;57.3;80.96;288.71;346.05;74.19
299.73;107.18;132.99;351.13;84.32;133.05;17.19;176.17;265.26;148.94;332.46;146.22;169.68;236.24;230.23;40.93;32.71;254.53;293.34;107.1;264.93;296.39;61.62;296.63;82.82;151.35;88.51;23.11;76.63;337.7;55.09;37.17;82.23;356;301.51;273.91;50.51;94.48;75.67;291.64;304.31;70.31
315.83;115.63;140.79;346.16;27.95;131.19;2.09;21.54;239.31;28.46;19.54;285.93;42.18;247.33;260.73;34.88;56.9;239.38;286.52;93.72;259.93;291.4;68.79;294.13;85.59;151.21;88.82;23.69;81;340.55;48.66;35.89;74.74;353.45;307;286.86;56.66;82.58;86.95;291.51;351.48;74.54
32.76;358.14;212.94;36.25;13.56;166.05;31.44;23.18;314.55;26.15;255.15;340.53;237;209.3;71.8;63.77;20.97;291.39;304.61;155;302.89;292.91;50.22;288.21;312.94;163.44;249.15;18.78;73.34;322.31;42.78;27.85;56.3;347.4;316.53;297.95;57.5;82.07;85.84;292.15;11.58;71.92
350.51;287.19;297.7;29.94;318.63;248.4;37;298.3;343.55;313.47;254.08;31.67;257.45;230.97;52.65;65.77;13.19;304.8;346.33;157.09;354.75;291.36;48.98;287.46;332.64;161.94;322.6;11.71;60.47;314.55;30.93;5.71;47.15;335.97;334.92;299.58;48.7;69.66;85.16;298.92;27.01;72.1
351.61;322.59;330.38;25.84;315.31;286.02;34.72;317.62;5.32;338.01;267.14;45.51;260.54;235.77;53.32;67.5;18.9;309.62;338.8;154.39;351.28;289.08;46.77;285.43;322.78;159.62;312.06;8.87;56.21;310.32;26.73;359.12;44.93;333.43;340.78;296.58;42.79;62.58;85.59;305.39;30.31;72.97
350.96;327.19;333.34;25.26;320.79;289.03;33.5;321.53;6.04;339.69;271.85;46.87;260.1;233.27;54.37;68.23;24.76;310.46;333.93;154.09;346.58;288.92;46.32;284.21;319.95;159.16;309.13;8.28;56.03;308.58;27.75;358.85;45.41;335.45;336.8;293.51;45.48;61.66;86.26;302.84;30.88;75.49
352.91;322.21;334.47;28.62;323.61;285.77;36.58;323.94;4.42;339.74;267.58;43.87;258.03;223.89;53.63;70.74;32.81;306.23;307.22;152.5;316.13;290.45;35.25;283.58;301.95;157.32;295.04;3.76;59.89;305.7;27.75;19.7;47.84;341.16;333.88;284.61;47.27;65.82;87.04;301.16;26.62;79.27
356.59;316.19;328.69;32.7;330.92;279.44;39.98;332.48;308.35;342.38;264.29;33.85;262.06;206.78;46.87;69.58;46.22;296.9;295.87;145.17;300.2;300.22;19.3;287.3;308.63;150.42;306.01;335.8;65.28;303.98;26.05;30.76;53.76;347.63;333.56;276.18;48.67;77.15;88.32;299.71;14.78;79.95
10.04;304.8;305.98;40.99;16.4;258.03;42.68;38.9;331.96;62.7;249.41;323.06;128.46;194.34;179.29;66.55;84.69;283.4;275.55;129.03;270.92;299.9;24.24;287.39;336.22;165.92;337.12;4.93;73.75;312.76;41.02;33;70.64;354.9;328.18;265.12;51.24;87.8;83.92;295.04;322.78;77.22
34.49;73.22;201.49;334.06;60.51;130.78;317.76;51.41;238.47;54.56;21.13;290.23;74.19;263.84;224;29.71;102.35;226.98;277.19;84.74;255.95;298.21;31.74;286.92;56.53;168.7;56.64;11.59;79.3;320.41;46.52;27.86;76.71;17.65;315.72;253.99;49.9;83.47;80.58;293.23;320.15;75.98
340.8;106.77;161.34;335.13;28.53;103.84;345.11;34.54;224.5;41.79;36.7;279.2;72.74;274.65;223.4;18.4;97.32;210.54;278.31;73.96;253.29;299.18;29.82;285.71;79.09;169.96;81.18;9.98;87.86;319.25;48.27;31.04;78.62;10.7;314.37;245.9;50.81;87.71;80.49;291.76;319.29;75.68
276.8;111.53;103.95;328.74;13.77;98.63;345.54;35.93;224.17;39.11;32.34;278.71;71.89;276.51;227.22;16.38;95.75;208.02;278.69;72.5;254.06;293.54;25.78;279.28;37.63;175.14;39.81;6.53;91.4;315.83;47.58;33.95;78.74;10.91;318.06;244.57;52;85.73;81.72;291.13;327.44;76.39
277.49;102.43;105.12;333.65;352.31;95.59;353.84;32.99;228.86;25.8;334.48;289.04;57.77;267.16;244.73;24.18;85.05;217.09;281.9;90.65;258.12;292.69;12.63;285.54;318.56;167.05;324.21;328.59;89.57;305.24;35.81;36.89;70.5;8.52;304.89;252.87;56.64;47.38;92.13;287.89;34.76;82.31
286.75;79.45;112.6;344.58;4.58;107.97;29.83;316.32;277.74;345.12;299.5;13.65;298.13;199.68;357.49;53.54;50.94;262.87;298.88;148.98;290.5;292.07;18.34;284.15;313.3;152.36;313.06;350.54;67.34;298.67;24.15;13.64;62.93;319.9;310.82;271.49;54.35;18.92;95.35;289.53;55.45;84.41
299.29;97.13;136.27;354.41;351.61;123.83;24.29;313.99;292.9;341.47;307.75;16.21;306.41;207.88;356.67;53.48;46.18;267.32;306.03;149.42;299.38;295.72;19.12;287.39;326.1;146.97;326.15;348.11;55.31;299.36;22.49;11.91;64.48;355.59;313.96;270.59;52.47;16.63;97.63;292.43;58.25;87.9
297.36;96.98;133;355.02;355.4;123.07;24.37;318.59;294.74;341.96;304.25;16.39;303.48;202.93;357.55;54.73;52.88;267.41;298.67;150.14;291.12;294.32;20.11;286;325.27;150.02;324.91;348.84;57.38;298.8;25.11;12.16;65.2;357.17;313.39;270.19;53.33;14.57;99.09;292.94;60.57;90.5
300.51;92.39;135.21;355.66;356.52;122.53;24.38;320.78;296.23;342.02;300.87;16.53;301.4;199.49;358.61;56.49;58.78;267.56;295.69;150.88;288.72;293.98;19.71;285.4;326.68;149.97;326.33;348.92;56.73;298.51;26.2;11.38;65.21;356.64;314.04;269.63;53.16;11.43;100.08;293.71;64.24;92.01
297.78;85.31;131.44;353.76;358.46;117.72;24;334.13;287.62;346.63;300.04;193.76;54.98;213.88;293.61;46.75;74.01;256.71;290.68;139.1;273.71;299.8;15.94;285.27;338.67;152.97;339.68;350.53;66.26;300.18;35.1;17.44;72.21;102.98;309.76;261.06;55.7;14.78;97.81;289.07;41.9;85.63
288.37;85.39;119.02;342.18;356.07;98.93;16.09;22.75;250.93;40.39;66.33;293.34;44.46;264.99;255.5;15.5;76.54;203.66;290.28;91.07;258.22;292.44;19.17;284.24;101.36;173.22;125.01;55.55;112.42;312.45;56.33;356.13;66.72;12.22;277.37;242.04;57.52;15.53;84.17;288.5;40.05;81.3
