R1X;R1Y;R1Z;R2X;R2Y;R2Z;R3X;R3Y;R3Z;R4X;R4Y;R4Z;R5X;R5Y;R5Z;R6X;R6Y;R6Z;R7X;R7Y;R7Z;L1X;L1Y;L1Z;L2X;L2Y;L2Z;L3X;L3Y;L3Z;L4X;L4Y;L4Z;L5X;L5Y;L5Z;L6X;L6Y;L6Z;L7X;L7Y;L7Z
17.49;183.94;249.48;35.01;182.75;213.44;26.91;73.56;252.67;18.67;182.13;254.56;191.31;179.49;41.43;39.43;195.32;228.49;228.03;111.55;230.43;257.76;73.63;249.63;161.26;117.77;153.12;54.16;65.37;15.75;48.51;59.27;45.32;253.79;218.54;259.87;157.89;98.53;73.14;239.92;197.06;34.98
20.43;178.14;247.9;59.74;176.02;208.07;51.47;69.39;249.81;21.55;171.99;256.82;180.31;186.55;58.18;39.21;183.19;230.4;232.81;108.57;233.36;263.11;74.39;254.85;160.16;121.19;152.99;55.31;67.01;15.18;50.77;59.95;47.84;261.12;226.35;264.39;173.12;101.54;67.9;247.84;199.99;33.27
42.69;174.55;237.35;80.41;166.96;200.54;73.64;65.1;246.24;23.68;163.1;258.63;170.3;192.97;73.5;38.8;171.61;231.78;237.27;105.7;235.88;266.81;75.69;258.04;160.42;124.07;154.2;56.47;69.49;14.63;52.94;60.74;50.32;268.03;233.33;268.44;187.2;104.89;63.16;254.07;202.92;32.7
60.37;171.5;225.05;100.13;156.47;193.72;95.69;61.45;243.8;24.33;151.6;260.25;159.87;199.55;89.54;38.45;159.78;232.92;241.53;103.28;237.91;270.32;74.56;261.31;160.9;127.04;156.18;57.19;72.58;14.48;53.98;61.99;52.91;275.07;240.15;271.9;198.85;108.31;86.66;258.74;206.37;33.09
78.71;168.4;215.72;119.3;145.38;187.64;88.3;57.82;242.1;23.8;167.36;262.18;149.82;205.57;105.02;38.03;147.78;234.04;245.61;101.62;239.83;273.26;73.27;264.9;160.86;129.59;157.61;57.88;75.53;14.32;55.12;62.66;55.48;281.55;246.21;275.14;210.78;111.69;80.65;262.68;209.85;33.81
95.92;165.4;207.66;136.95;134.79;182.04;81.56;54.34;240.64;23.17;181.69;263.99;140.48;211.1;119.36;37.61;136.62;235.04;249.42;100.3;241.65;276.02;71.95;268.17;160.94;131.89;158.94;58.53;78.37;14.12;56.28;62.92;57.87;287.54;251.63;278.11;222.56;114.79;75.92;266.09;213.38;34.74
111.44;162.43;200.06;152.87;124.72;176.74;75.21;51.05;239.41;22.55;194.68;265.95;132.17;216.18;132.29;37.2;126.26;236.11;253.04;99.58;243.63;277.81;71.52;270.13;160.79;133.69;159.64;59.59;80.82;13.95;57.62;62.12;59.63;292.42;256;281.34;207.55;115.78;74.35;268.31;218.2;36.54
123.91;158.8;191.87;166.86;143.37;171.41;69.6;74.98;239.3;21.64;204.88;269.58;124.02;219.83;145.12;37.12;144.41;237.84;256.84;101.14;246.47;280.07;71.02;272.7;162.6;135.56;162.11;60.21;83.95;13.29;58.6;60.7;60.56;296.13;259.4;284.94;195.27;115.65;74.03;269.71;224.79;38.69
135.96;154.69;184.93;179.99;134.58;167.55;64.37;96.73;242.56;20.2;212.51;275.98;139.96;220.3;161.9;37.71;159.45;241.58;261.15;104.59;250.89;282.16;71.06;275.04;165.27;137.47;165.21;60.49;86.86;12.35;59.26;58.25;61.12;299.04;262.88;288.72;184.32;114.39;74.27;270.96;232.72;40.99
148.27;152.6;180.55;193.23;125.75;165.65;60.74;114.68;246.59;45.66;218.94;255;154.02;222.83;149.27;38.27;172.21;245.42;266.57;108.46;256.46;284.27;71.68;277.34;166.98;139.48;167.19;60.73;89.24;11.42;59.93;55.12;61.67;301.66;266.53;292.33;174.42;112.41;74.74;272.14;240.67;43.23
159.57;150.66;176.57;205.3;117.85;163.88;57.31;131.33;250.42;69.16;224.83;235.66;167.07;225.07;137.48;38.92;184.16;248.85;271.56;112.1;261.56;286.28;72.14;279.46;168.93;141.39;169.29;60.81;91.61;39.14;60.65;51.9;62.17;304.13;269.9;295.5;165.3;110.33;75.24;273.3;248.25;45.39
169.97;148.54;172.84;216.26;110.63;162.06;54.11;146.9;253.97;90.88;230.26;217.76;179.13;226.95;126.5;39.65;195.34;251.92;276.08;115.58;266.21;288.11;72.54;281.36;170.53;143.06;171.03;60.82;93.91;64.54;61.33;48.57;62.68;306.4;273.04;298.39;156.95;108.02;75.79;274.34;255.53;47.44
179.47;145.99;169.12;226.03;103.86;159.64;50.92;162.41;256.22;111.83;235.24;228.79;164.84;228.44;142.03;40.2;207.09;253.63;278.89;117.07;267.87;290.09;72.59;283.27;169.23;144.31;170.16;61.37;95.59;59.78;62.64;45.67;64.06;309.03;275.24;300.61;149.73;105.9;76.54;275.34;260.99;49.04
187.84;142.79;164.66;234.96;96.45;156.56;47.17;178.07;255.44;103.58;245.03;233.89;153.81;232.44;154.25;39.4;190.59;252.76;281.1;115.63;268.02;291.48;74.23;284.95;166.25;143.64;168.97;61.89;97.19;56.06;64.5;42.4;65.81;311.76;276.31;301.73;142.96;106.17;76.87;276.45;265.01;50.33
198.48;139.61;162.64;244.11;90.59;154.32;43.96;163.9;255.98;96.59;251.35;240.04;142.33;233.59;166.4;39.88;203.71;254.48;282.6;117.36;269.68;292.33;73.87;286.52;170.35;144.61;173;61.09;100.54;79.34;65.49;39.93;66.74;313.73;278.63;303.46;137.1;106.64;77.9;277.39;270.95;51.78
186.4;154.04;171.14;228.77;111.67;161.3;43.56;151.24;262.86;89.35;251;221.2;153.72;232.85;155.66;41.08;213.79;257.92;286.58;120.56;275.13;293.03;73.29;287.26;175.2;144.79;177.49;59.8;103.82;99.86;66.16;65.46;66.79;315.12;281.35;305.12;131.15;106.07;78.44;278.39;277.53;52.94
172.23;166.08;182.2;213.45;128.34;170.71;42.65;166.77;241.87;110.06;251.77;205.86;163.81;232.91;146.55;42.29;223.44;261.47;291.57;123.34;281.68;294.1;72.23;288.07;180.56;144.69;182.19;57.89;106.76;117.68;66.52;88.33;66.3;316.18;284.17;306.45;125.39;105.29;78.82;279.45;284.06;53.91
158.58;180.66;193.51;198.18;144.11;180.33;41.26;181.27;223.24;128.82;253.14;192.31;172.87;233.07;138.44;43.5;232.38;264.73;296.58;126.05;259.3;295.23;71.04;289;185.36;144.53;186.46;55.97;109.6;133.92;66.95;109.05;65.98;317.29;286.74;307.53;120.22;104.24;79.34;280.41;261.6;55.01
146.64;192.74;202.97;184.91;160.05;187.6;40.22;167.47;233.38;119.21;253.07;177.59;181.42;230.54;130.59;44.76;242.19;266.93;296.94;128.15;262.69;296.31;70.11;289.87;188.09;145.32;188.83;55.5;111.55;150.26;68.16;127.95;66.57;318.92;288.13;307.69;115.89;103.54;79.95;281.16;267.71;56.29
138.62;181.85;204.31;171.52;154.07;187.39;37.09;159.99;236.3;114.49;260.2;187.2;171.28;231.74;140.21;44.69;227.56;266.06;295.82;126.38;262.96;296.76;69.71;290.12;187.36;146.4;188.04;55.63;112.83;166.02;69.62;145.14;67.75;321.63;288.76;306.62;111.39;102.9;80.08;282.13;270.36;57.31
151.01;175.82;196.77;183.41;144.99;181.14;60.37;149.45;234.6;108.92;243.62;194.93;162.67;234.63;148.23;43.54;214.39;263.16;295.11;122.86;262.91;297.18;69.42;290.4;184.73;146.86;185.48;56.22;113.67;181.11;70.83;160.31;69.11;324.57;288.89;305.37;107.33;102.06;80.44;282.92;273.29;58.22
159.89;170.04;187.94;193.98;136.58;175.4;81.95;139.68;233.21;103.67;227.93;202.03;154.58;237.1;155.93;42.4;201.92;260.52;294.62;119.89;263.01;297.68;69.67;290.84;182.32;147.01;183.26;56.69;114.86;194.98;71.86;173.91;70.53;298.66;289.11;304.11;103.67;100.81;80.97;283.6;277.09;59.2
167.47;162.37;179.54;203.75;127.03;169.64;102.5;130.32;232.67;98.19;211.4;209.17;146.23;239.98;164.35;41.65;189.92;258.55;294.36;118.27;263.56;297.91;68.93;291.18;182.26;147.82;183.36;56.21;117.11;206.8;71.93;186.76;71.5;302.73;289.01;303.92;100.52;96.73;81.85;283.87;255.33;60.61
174.84;155.1;172.23;213.32;118;164.3;94.4;148.37;235.84;91.42;218.69;219.95;160.9;238.04;178.88;42.31;174.76;259.26;296.14;120.73;267.19;297.66;68.94;291.14;184.93;148.38;186.1;54.46;119.56;216.4;71.51;197.58;71.92;305.72;289.1;304.53;97.67;91.71;82.66;284.12;237.62;62
181.35;150.22;165.5;222.66;110.19;160.54;87.38;164.2;239.77;112.73;225.03;202.42;173.68;237.11;192.92;43;188.79;260.09;298;123.22;270.7;297.54;68.91;291.09;187.59;148.89;188.66;52.48;121.81;224.71;71.26;207.2;72.3;308.59;289.14;304.89;95.15;86.81;83.48;284.36;221.45;63.46
187.56;145.44;159.56;231.25;102.72;156.93;80.96;178.9;243.31;132.41;230.73;214.88;185.92;235.99;205.18;43.78;202.31;260.69;299.04;125.45;273.21;297.39;68.62;290.88;190.06;149.33;191.06;50.32;124.04;231.96;71.38;215.84;72.6;311.71;288.61;304.77;93.11;82.37;84.27;284.55;205.65;64.7
193.16;139.36;153.89;238.79;122.89;152.33;74.73;193.31;243.9;122.9;239.18;222.25;173.93;239.3;211.48;43.07;188.28;258.21;299.37;124.01;273.02;297.01;68.2;290.78;186.9;149.63;188.95;48.65;125.69;239.48;71.82;224.07;73.72;314.99;288.13;303.74;91.04;79.53;84.56;284.8;189.39;65.27
199;134.05;148.71;245.94;113.54;148.42;97.15;178.03;243.26;114.27;220.54;227.25;163.41;243.03;216.53;41.71;176.37;255.27;299.34;121.64;272.53;296.61;68.19;291.3;181.97;149.22;185.93;48.45;127.32;248.32;72.66;230.61;74.46;318.05;287;302.64;89.14;76.91;84.82;285.09;174.99;65.93
207.77;131.18;146.13;253.52;107.16;145.96;118.04;165.99;244.72;107.42;229.86;233.35;153.74;242.11;221.03;41.67;165.97;255.03;298.57;122.38;273.19;296.72;66.62;291.75;186.36;149.73;190.46;72.56;129.28;251.28;73.02;237.99;75.4;320.63;287.11;302.04;88.1;76;85.96;285.36;163.18;66.91
194.93;123.93;152.77;235.38;104.37;149.54;111.13;157.19;250.14;101.66;232.33;240.84;147.32;238;222.53;42.95;155.42;256.71;297.69;124.08;274.45;296.85;64.72;291.63;190.08;149.3;193.89;93.74;131.25;252.6;73.29;244.07;75.85;322.8;287.26;301.67;86.98;74.27;86.92;285.65;153.2;67.9
181.89;138.67;163.34;221.08;96.16;157.87;106.46;172.87;257.96;121.53;233.04;223.01;158.87;235.01;206.27;44.65;144.19;258.82;298.58;126.99;277.52;296.58;63.21;290.91;193.32;148.67;196.53;113.12;133.27;253.34;73.67;248.69;75.85;324.55;287.24;301.55;85.85;71.85;87.73;285.98;144.88;68.79
170.01;151.98;173.71;208.08;117.06;165.95;102.12;187.29;265.42;140.05;233.88;206.47;169.88;232.3;191;46.17;134.32;260.6;299.44;129.6;280.3;296.58;61.78;290.32;196.48;148.22;199.07;131.02;135.07;253.96;74.02;252.53;75.78;326.34;287.09;301.08;84.83;69.67;88.47;286.26;136.99;69.64
159.31;165.01;182.31;195.7;109.94;172.35;97.54;174.18;271.05;130.43;234.33;217.36;159.46;229.57;197.47;47.45;127.08;261.56;297.96;130.54;280.13;296.31;60.95;289.7;197.6;148.13;199.69;120.58;137.35;256.41;75.16;255.39;75.76;328.67;286.7;299.74;83.91;67.72;89.05;286.43;128.5;70.43
151.46;154.01;187.11;182.87;110.72;175.01;91.85;167.83;272.97;125.07;239.13;223.46;153.08;230.84;199.72;47.48;124.48;260.94;296.15;128.64;279.24;295.94;61.13;289.09;197.1;148.42;198.73;113.03;139.01;260.68;76.05;257.26;75.9;302.41;286.61;297.92;82.49;64.97;89.61;286.86;119.36;71.38
143.05;150.31;189.05;194.34;111.03;171.26;111.87;161.94;270.51;120.67;248.74;228.67;147.3;234.57;201.24;45.29;122.99;257.81;294.7;125.05;278.34;295.99;60.73;288.82;195.92;149;197.1;105.82;140.25;264.43;76.6;258.92;76.5;279.13;286.3;295.34;81.07;62.59;90.17;287.26;109.92;72.16
157.59;146.33;182.9;204.45;104.77;164.82;129.35;150.88;265.76;115.77;232.45;233.21;141.43;239.62;203.16;42.4;120.41;253.34;293.79;120.94;277.22;295.67;59.26;288.37;196.29;149.11;197.41;125.65;141.74;265.71;77.08;260.94;77.33;258.46;286.39;292.37;79.91;61.24;90.74;287.57;129.58;72.77
167.27;139.94;175.63;212.84;96.75;158.11;145.12;139.38;260.7;110.98;219.01;237.17;136.33;244.95;204.69;39.25;117.64;248.37;293.09;116.6;276.15;294.9;57.77;287.2;196.23;149.17;197.53;142.77;143.16;265.97;77.28;262.64;78.58;239.68;286.66;289.47;78.94;59.8;91.41;287.82;119.32;73.36
174.87;131.36;168.65;220.14;117.67;151.77;159.59;129.04;256.11;106.51;206.03;240.81;131.68;249.26;206.04;36.58;115.16;244.1;292.37;113.09;275.17;294.57;54.09;286.58;196.34;149.26;197.79;157.52;144.16;265.15;77.44;264.39;79.59;221.88;287.01;287.12;78.14;57.73;92.1;288.01;110.86;73.97
181.67;122.74;162.33;227.91;135.24;145.49;173.92;120.11;252.84;101.17;191.17;244.58;125.99;253.17;208.96;35.3;112;240.93;291.92;110.91;274.26;294.45;51.37;286.3;197.73;149.19;199.5;169.85;144.32;263.27;76.79;265.89;80.68;204.99;286.28;285.65;77.06;81.16;92.93;288.05;107.25;75.04
188.07;114.85;156.88;236.25;150.38;139.53;160.58;139.25;251.82;94.11;200.68;251.11;118.9;252.78;214.03;36.14;105.98;240.48;292.61;113.22;275.16;294.12;49.13;285.82;200.79;148.71;202.69;180.58;143.75;260.94;75.36;266.41;81.62;217.32;285.27;285.5;76;100.78;93.86;288.5;106.81;76.57
194.29;108.83;152.11;243.82;166.61;135.92;148.41;156.12;254.08;86.61;208.29;231.11;137.12;249.52;222.72;37.43;99.23;241.47;294.47;116.62;277.65;294;47.16;285.49;203.78;148.45;205.61;191.09;143.16;259.33;73.88;266.26;82.64;228.53;284.98;285.57;75;118.39;94.93;289.16;106.87;78.39
200.06;103.3;147.67;250.71;181.68;132.46;137.14;171.88;256.2;79.73;215.25;212.73;154.13;246.4;230.34;38.72;93.34;242.35;295.81;119.8;279.55;294.01;45.18;285.15;206.6;148.11;208.22;200.74;142.53;257.72;72.48;265.71;83.54;239.01;284.43;285.25;74.12;134.55;95.81;289.72;107.11;80
205.21;97.7;143.62;257.08;194.96;129.01;126.78;186.24;257.85;73.42;221.71;224.21;142.33;243.78;235.83;39.95;88.5;242.84;296.07;122.47;280.17;293.98;42.98;284.68;209.48;147.48;210.96;209.1;141.59;255.67;71.43;265.13;84.26;220.09;283.78;284.63;73.36;149.21;96.64;290.22;107.39;81.55
209.98;91.9;139.85;262.83;206.56;125.37;117.1;199.71;258.61;68.2;227.66;233.91;133.64;243.61;238.95;40.58;85.3;242.36;296.09;123.62;279.84;294.4;40.77;284.39;211.55;147.39;212.97;217.11;140.83;254.1;70.78;264.5;85.03;203.07;283.02;283.48;72.49;162.46;97.31;290.42;106.56;82.52
214.18;85.4;136.4;268.51;215.85;121.27;136.36;183.82;257.27;63.91;237.74;239.12;126.09;245.47;241.17;39.8;82.52;239.04;296.39;121.52;278.57;294.04;38.98;284.07;212.15;147.59;214.13;224.13;140.37;252.59;70.93;264.05;86.51;188.55;283.75;280.8;72.29;177.48;97.6;290.63;103.6;82.88
